date,open,close,high,low,amount,instrument_key,instrument_name,ma20,ma25,ma60,ma120,ma200
2023-10-11,885.63,893.45,895.16,883.66,3471046.13,star50,科创50,887.2859999999998,897.4331999999999,924.8173333333333,985.2295,995.6891
2023-10-12,896.0,899.98,901.47,891.17,3229279.36,star50,科创50,885.555,895.8464,923.4006666666667,983.3175833333333,995.1659000000001
2023-10-13,895.47,891.72,897.15,888.54,2727265.14,star50,科创50,885.1494999999999,893.8108,921.6631666666667,981.5808333333333,994.6779500000001
2023-10-16,890.48,874.03,890.94,870.61,2721302.72,star50,科创50,883.7755,891.3803999999999,919.7043333333332,979.3960000000001,994.1270000000001
2023-10-17,874.28,882.19,884.91,871.79,2398021.35,star50,科创50,882.5095000000001,888.9708,917.9938333333333,977.2465,993.5919499999999
2023-10-18,884.71,869.76,884.93,869.45,2912512.7,star50,科创50,880.9164999999999,886.536,916.1561666666668,975.0793333333332,993.04895
2023-10-19,864.46,870.1,879.55,864.06,4130300.14,star50,科创50,879.9649999999999,883.956,914.4060000000001,972.8768333333334,992.6185
2023-10-20,865.78,861.81,872.8,861.08,3921391.6,star50,科创50,879.0154999999999,882.4351999999999,912.7506666666667,970.3506666666667,992.1637
2023-10-23,857.48,840.14,859.99,836.64,3359593.29,star50,科创50,876.6719999999999,879.9803999999999,910.8271666666666,968.0449166666666,991.6602
2023-10-24,844.09,850.61,858.29,839.08,3343726.3,star50,科创50,875.226,877.7044000000001,909.1615,965.9968333333333,991.2592500000001
2023-10-25,859.77,848.65,862.2,848.65,2931698.09,star50,科创50,873.9775,875.5856,907.2323333333334,964.0950833333333,990.90075
2023-10-26,841.99,849.31,850.99,837.47,2820963.29,star50,科创50,873.1419999999998,873.9928,905.3608333333333,962.2642500000001,990.3917499999999
2023-10-27,843.88,861.85,866.54,842.6,3626486.05,star50,科创50,873.2149999999999,873.2348,903.8533333333332,960.54625,989.8853
2023-10-30,862.12,878.13,881.88,860.4,4938750.51,star50,科创50,872.9775000000002,872.8796000000001,902.4448333333333,958.7984166666666,989.4896000000001
2023-10-31,882.43,874.41,882.56,869.02,3780108.33,star50,科创50,872.9705,872.6748000000001,900.8685,957.2168333333334,989.0504000000001
2023-11-01,874.04,869.92,878.33,868.45,3550634.35,star50,科创50,872.664,872.5268,899.2058333333334,955.72375,988.6004999999999
2023-11-02,871.55,859.93,875.26,859.89,3074923.43,star50,科创50,871.652,872.2832,897.3973333333334,954.07975,988.0006000000001
2023-11-03,861.54,875.37,877.09,861.54,3629716.28,star50,科创50,871.0304999999998,872.8824,895.814,952.7560833333334,987.5155500000001
2023-11-06,880.6,890.21,891.56,880.6,5026304.38,star50,科创50,871.1805,873.1756000000001,894.3878333333333,951.6269166666666,987.049
2023-11-07,887.2,891.46,892.99,883.75,4104059.04,star50,科创50,871.6514999999999,873.852,893.0971666666666,950.506,986.5508
2023-11-08,890.87,899.63,905.94,889.89,5469783.24,star50,科创50,871.9605000000001,874.7952,891.9988333333333,949.5519999999999,986.1056
2023-11-09,897.93,893.8,904.59,891.49,5226809.78,star50,科创50,871.6515000000002,875.3404,890.9393333333334,948.4520833333333,985.623
2023-11-10,888.99,889.75,894.63,885.3,3607259.44,star50,科创50,871.5530000000001,875.4184,889.7823333333332,947.31775,985.2019500000001
2023-11-13,893.5,896.55,897.11,888.55,3236849.82,star50,科创50,872.6790000000001,875.7919999999999,889.0786666666667,946.2085833333333,984.81375
2023-11-14,895.81,904.34,904.71,893.28,4118500.32,star50,科创50,873.7864999999999,876.6840000000001,888.6426666666666,945.12125,984.4639
2023-11-15,912.63,902.18,913.2,900.62,4045405.39,star50,科创50,875.4075,877.0332000000001,888.3881666666665,943.9714166666668,984.0117499999999
2023-11-16,898.74,887.11,900.15,886.77,3109482.67,star50,科创50,876.258,876.5184000000002,888.1435,942.7630833333334,983.4289
2023-11-17,886.67,891.38,891.95,884.51,2410327.68,star50,科创50,877.7365,876.5047999999999,887.8268333333333,941.7236666666666,982.85205
2023-11-20,890.9,892.63,896.07,883.03,3393776.06,star50,科创50,880.3610000000001,877.2488000000001,887.6331666666666,940.7308333333333,982.19695
2023-11-21,892.92,884.89,896.96,884.6,3056169.4,star50,科创50,882.075,877.3567999999999,887.5131666666667,939.5905833333333,981.4757
2023-11-22,881.96,870.76,884.71,870.76,2664143.51,star50,科创50,883.1805,877.3968000000001,887.007,938.1914166666666,980.67145
2023-11-23,869.85,877.77,878.45,866.63,2705539.77,star50,科创50,884.6035000000002,877.7036,886.9788333333332,936.9363333333333,979.9885
2023-11-24,875.58,864.77,876.26,863.85,2546493.25,star50,科创50,884.7494999999999,877.822,886.6336666666667,935.4391666666667,979.1803499999999
2023-11-27,864.27,868.03,869.87,861.38,3849636.73,star50,科创50,884.2445,878.9376000000001,886.5941666666666,933.8901666666667,978.3620999999999
2023-11-28,868.81,871.91,873.66,863.81,3614161.31,star50,科创50,884.1195,879.7896000000001,886.4561666666666,932.3765000000001,977.5523
2023-11-29,870.4,862.04,872.9,862.04,3644852.54,star50,科创50,883.7255000000001,880.3251999999999,885.5491666666666,930.78275,976.74035
2023-11-30,861.51,865.68,865.68,857.63,4469156.32,star50,科创50,884.0129999999999,880.98,884.3163333333333,929.2323333333334,975.9679
2023-12-01,863.33,867.54,869.82,856.44,3641116.15,star50,科创50,883.6215,881.2076,883.0651666666666,927.937,975.2521499999999
2023-12-04,867.83,861.92,873.51,861.92,3321884.82,star50,科创50,882.207,880.5592,881.8506666666666,926.6275833333333,974.3774500000001
2023-12-05,859.49,845.8,859.49,845.6,3351163.71,star50,科创50,879.924,879.4148,880.2401666666667,925.2832500000001,973.48375
2023-12-06,843.82,848.79,852.31,842.59,3927120.97,star50,科创50,877.382,878.5696,878.8761666666667,923.7519166666666,972.6075
